日期,班次,工序,电表名称,开始时间,结束时间,用电量（kWh）
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-06T01:00:00,2026-09-06T02:00:00,39.933
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-06T02:00:00,2026-09-06T03:00:00,37.63
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-06T03:00:00,2026-09-06T04:00:00,38.398
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-06T04:00:00,2026-09-06T05:00:00,41.469
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-06T05:00:00,2026-09-06T06:00:00,40.317
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-06T06:00:00,2026-09-06T07:00:00,37.246
2026-09-05,B,3164 制造六处老化选别,电表_E3（2#表）_66,2026-09-06T07:00:00,2026-09-06T08:00:00,36.862
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T20:00:00,2026-09-05T21:00:00,15.653
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T21:00:00,2026-09-05T22:00:00,16.942
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T22:00:00,2026-09-05T23:00:00,18.415
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-05T23:00:00,2026-09-06T00:00:00,19.336
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-06T00:00:00,2026-09-06T01:00:00,20.256
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-06T01:00:00,2026-09-06T02:00:00,19.151
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-06T02:00:00,2026-09-06T03:00:00,18.047
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-06T03:00:00,2026-09-06T04:00:00,18.415
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-06T04:00:00,2026-09-06T05:00:00,19.888
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-06T05:00:00,2026-09-06T06:00:00,19.336
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-06T06:00:00,2026-09-06T07:00:00,17.862
2026-09-05,B,3164 制造六处老化选别,电表_E3（3#表）_67,2026-09-06T07:00:00,2026-09-06T08:00:00,17.678
